species_name,latitude_centroid_from_roll_et_al_2017,insular_endemic,maximum_svl,female_svl,activity_time,smallest_clutch,largest_clutch
Liolaemus_arambarensis,-30.68,no,60,49.7,Diurnal,2,2
Liolaemus_araucaniensis,-38.19,no,60.9,NA,Diurnal,NA,NA
Liolaemus_archeforus,-46.94,no,92,80.2,Diurnal,NA,NA
Liolaemus_atacamensis,-26.78,no,77,61.8,Diurnal,5,5
Liolaemus_audituvelatus,-23.06,no,60,50.3,Diurnal,2,2
Liolaemus_austromendocinus,-36.25,no,104,88.4,Diurnal,4,5
Liolaemus_avilai,-47.03,no,61.3,56.7,NA,NA,NA
Liolaemus_azarai,-27.86,no,54.3,41,Diurnal,NA,NA
Liolaemus_baguali,-49.15,no,101,78.4,Diurnal,3,4
Liolaemus_bellii,-33.41,no,94,63.6,Diurnal,2,9
Liolaemus_bibronii,-42.54,no,70,53.3,Diurnal,1,5
Liolaemus_bitaeniatus,-26.49,no,62,61.3,Diurnal,4,7
Liolaemus_boulengeri,-42.88,no,78,60.3,Diurnal,2,6
Liolaemus_buergeri,-35.93,no,111,83.6,Diurnal,NA,NA
Liolaemus_burmeisteri,-37.23,no,85.2,70.8,Diurnal,NA,NA
Liolaemus_calchaqui,-26.52,no,60,57,Diurnal,NA,NA
Liolaemus_calliston,-38.43,no,61,57.4,Diurnal,NA,NA
Liolaemus_canqueli,-44.35,no,100,81.7,Diurnal,NA,NA
Liolaemus_caparensis,-49.57,no,59,49.8,Diurnal,NA,NA
Liolaemus_capillitas,-27.67,no,93,83,Diurnal,NA,NA
Liolaemus_carlosgarini,-35.83,no,75.3,59.8,Diurnal,NA,NA
Liolaemus_casamiquelai,-40.94,no,106.2,NA,Diurnal,NA,NA
Liolaemus_cazianiae,-24.73,no,76.3,NA,Diurnal,2,4
Liolaemus_chacabucoense,-47.17,no,63,56,Diurnal,NA,NA
Liolaemus_chacoensis,-27.66,no,55,44.2,Diurnal,6,7
Liolaemus_chaltin,-22.38,no,58.7,NA,Diurnal,4,5
Liolaemus_chavin,-9.93,no,66.5,NA,Diurnal,4,4
Liolaemus_chehuachekenk,-42.46,no,103.6,90.6,Diurnal,NA,NA
Liolaemus_chiliensis,-36.72,no,106,87.1,Diurnal,5,24
Liolaemus_chillanensis,-37.77,no,89,75,Diurnal,3,3
Liolaemus_chlorostictus,-22.35,no,85,NA,Diurnal,NA,NA
Liolaemus_chungara,-18,no,55.6,49.2,Diurnal,NA,NA
Liolaemus_cinereus,-29.53,no,63,60.7,NA,NA,NA
Liolaemus_coeruleus,-38.41,no,70,61,Diurnal,4,5
Liolaemus_confusus,-34.78,no,65.1,47.7,Diurnal,2,4
Liolaemus_constanzae,-23.56,no,76.7,56.8,Diurnal,2,4
Liolaemus_crandalli,-37.72,no,93.4,79.8,Diurnal,NA,NA
Liolaemus_cranwelli,-17.32,no,57.5,55,NA,NA,NA
Liolaemus_crepuscularis,-27.25,no,64.1,56.2,Diurnal,3,6
Liolaemus_cristiani,-36.17,no,78.2,71.2,Diurnal,NA,NA
Liolaemus_curicensis,-34.64,no,69,51,Diurnal,NA,NA
Liolaemus_curis,-34.91,no,103.4,86.4,Diurnal,5,6
Liolaemus_cuyanus,-31.72,no,104.3,78.5,Diurnal,NA,NA
Liolaemus_cuyumhue,-38.2,no,61.7,55.3,Diurnal,NA,NA
Liolaemus_cyaneinotatus,-37.74,no,59.2,49.2,Diurnal,NA,NA
Liolaemus_cyanogaster,-39.78,no,71,59.8,Diurnal,7,10
Liolaemus_darwinii,-35.81,no,69,55.3,Diurnal,2,8
Liolaemus_diaguita,-25.82,no,49.7,NA,Diurnal,NA,NA
Liolaemus_dicktracyi,-28.94,no,92,NA,Diurnal,NA,NA
Liolaemus_disjunctus,-7.82,no,92,NA,Diurnal,NA,NA
Liolaemus_ditadai,-29.91,no,95,59.4,Diurnal,7,8
Liolaemus_donosobarrosi,-37.48,no,65,NA,Diurnal,NA,NA
Liolaemus_dorbignyi,-25.85,no,102,72.9,Diurnal,4,5
Liolaemus_duellmani,-36.55,no,83,82,NA,2,2
Liolaemus_dumerili,-40.89,no,80.9,NA,Diurnal,NA,NA
Liolaemus_eleodori,-29.32,no,82,62.4,Diurnal,NA,NA
Liolaemus_elongatus,-39.47,no,94.7,75.8,Diurnal,2,7
Liolaemus_erguetae,-22.28,no,67,NA,Diurnal,NA,NA
Liolaemus_erroneus,-23.32,no,66.3,NA,NA,NA,NA
Liolaemus_escarchadosi,-50.39,no,91,79.6,Diurnal,3,3
Liolaemus_espinozai,-26.23,no,62.8,56.5,Diurnal,2,3
Liolaemus_etheridgei,-16.51,no,70,NA,Diurnal,NA,NA
